customer_id,first_name,last_name,email,active,address,district,postal_code,city,country,create_date,last_update
33,ANNA,HILL,ANNA.HILL@sakilacustomer.org,1,127 Purnea (Purnia) Manor,Piemonte,79388,Alessandria,Italy,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
34,REBECCA,SCOTT,REBECCA.SCOTT@sakilacustomer.org,1,61 Tama Street,Okayama,94065,Kurashiki,Japan,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
35,VIRGINIA,GREEN,VIRGINIA.GREEN@sakilacustomer.org,1,391 Callao Drive,Midi-Pyrnes,34021,Toulouse,France,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
36,KATHLEEN,ADAMS,KATHLEEN.ADAMS@sakilacustomer.org,1,334 Munger (Monghyr) Lane,Markazi,38145,Arak,Iran,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
37,PAMELA,BAKER,PAMELA.BAKER@sakilacustomer.org,1,1440 Fukuyama Loop,Henan,47929,Nanyang,China,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
38,MARTHA,GONZALEZ,MARTHA.GONZALEZ@sakilacustomer.org,1,269 Cam Ranh Parkway,Chisinau,34689,Chisinau,Moldova,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
39,DEBRA,NELSON,DEBRA.NELSON@sakilacustomer.org,1,306 Antofagasta Place,Esprito Santo,3989,Vila Velha,Brazil,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
40,AMANDA,CARTER,AMANDA.CARTER@sakilacustomer.org,1,671 Graz Street,Oriental,94399,Nador,Morocco,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
41,STEPHANIE,MITCHELL,STEPHANIE.MITCHELL@sakilacustomer.org,1,42 Brindisi Place,Yerevan,16744,Yerevan,Armenia,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
42,CAROLYN,PEREZ,CAROLYN.PEREZ@sakilacustomer.org,1,1632 Bislig Avenue,Nonthaburi,61117,Pak Kret,Thailand,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
43,CHRISTINE,ROBERTS,CHRISTINE.ROBERTS@sakilacustomer.org,1,1447 Imus Way,Tahiti,48942,Faaa,French Polynesia,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
44,MARIE,TURNER,MARIE.TURNER@sakilacustomer.org,1,1998 Halifax Drive,Lipetsk,76022,Lipetsk,Russian Federation,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
45,JANET,PHILLIPS,JANET.PHILLIPS@sakilacustomer.org,1,1718 Valencia Street,Antofagasta,37359,Antofagasta,Chile,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
46,CATHERINE,CAMPBELL,CATHERINE.CAMPBELL@sakilacustomer.org,1,46 Pjatigorsk Lane,Moscow (City),23616,Moscow,Russian Federation,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
47,FRANCES,PARKER,FRANCES.PARKER@sakilacustomer.org,1,686 Garland Manor,Cear,52535,Juazeiro do Norte,Brazil,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
48,ANN,EVANS,ANN.EVANS@sakilacustomer.org,1,909 Garland Manor,Tatarstan,69367,Niznekamsk,Russian Federation,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
49,JOYCE,EDWARDS,JOYCE.EDWARDS@sakilacustomer.org,1,725 Isesaki Place,Mekka,74428,Jedda,Saudi Arabia,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
50,DIANE,COLLINS,DIANE.COLLINS@sakilacustomer.org,1,115 Hidalgo Parkway,Khartum,80168,Omdurman,Sudan,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
51,ALICE,STEWART,ALICE.STEWART@sakilacustomer.org,1,1135 Izumisano Parkway,California,48150,Fontana,United States,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
52,JULIE,SANCHEZ,JULIE.SANCHEZ@sakilacustomer.org,1,939 Probolinggo Loop,Galicia,4166,A Coruña (La Coruña),Spain,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
53,HEATHER,MORRIS,HEATHER.MORRIS@sakilacustomer.org,1,17 Kabul Boulevard,Chiba,38594,Nagareyama,Japan,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
54,TERESA,ROGERS,TERESA.ROGERS@sakilacustomer.org,1,1964 Allappuzha (Alleppey) Street,Yamaguchi,48980,Iwakuni,Japan,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
55,DORIS,REED,DORIS.REED@sakilacustomer.org,1,1697 Kowloon and New Kowloon Loop,Moskova,57807,Balašiha,Russian Federation,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
56,GLORIA,COOK,GLORIA.COOK@sakilacustomer.org,1,1668 Saint Louis Place,Tahiti,39072,Papeete,French Polynesia,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
57,EVELYN,MORGAN,EVELYN.MORGAN@sakilacustomer.org,1,943 Tokat Street,Vaduz,45428,Vaduz,Liechtenstein,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
58,JEAN,BELL,JEAN.BELL@sakilacustomer.org,1,1114 Liepaja Street,Sarawak,69226,Kuching,Malaysia,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
59,CHERYL,MURPHY,CHERYL.MURPHY@sakilacustomer.org,1,1213 Ranchi Parkway,Karnataka,94352,Mysore,India,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
60,MILDRED,BAILEY,MILDRED.BAILEY@sakilacustomer.org,1,81 Hodeida Way,Rajasthan,55561,Jaipur,India,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
61,KATHERINE,RIVERA,KATHERINE.RIVERA@sakilacustomer.org,1,915 Ponce Place,Basel-Stadt,83980,Basel,Switzerland,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
62,JOAN,COOPER,JOAN.COOPER@sakilacustomer.org,1,1717 Guadalajara Lane,Missouri,85505,Saint Louis,United States,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
63,ASHLEY,RICHARDSON,ASHLEY.RICHARDSON@sakilacustomer.org,1,1214 Hanoi Way,Nebraska,67055,Lincoln,United States,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
64,JUDITH,COX,JUDITH.COX@sakilacustomer.org,0,1966 Amroha Avenue,Sichuan,70385,Daxian,China,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
65,ROSE,HOWARD,ROSE.HOWARD@sakilacustomer.org,1,698 Otsu Street,Cayenne,71110,Cayenne,French Guiana,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
66,JANICE,WARD,JANICE.WARD@sakilacustomer.org,1,1150 Kimchon Manor,Skne ln,96109,Malmö,Sweden,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
67,KELLY,TORRES,KELLY.TORRES@sakilacustomer.org,1,1586 Guarujá Place,Hunan,5135,Xi´angtan,China,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
68,NICOLE,PETERSON,NICOLE.PETERSON@sakilacustomer.org,1,57 Arlington Manor,Madhya Pradesh,48960,Shivapuri,India,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
69,JUDY,GRAY,JUDY.GRAY@sakilacustomer.org,1,1031 Daugavpils Parkway,Béchar,59025,Béchar,Algeria,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
70,CHRISTINA,RAMIREZ,CHRISTINA.RAMIREZ@sakilacustomer.org,1,1124 Buenaventura Drive,Mekka,6856,al-Hawiya,Saudi Arabia,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
71,KATHY,JAMES,KATHY.JAMES@sakilacustomer.org,1,492 Cam Ranh Street,Eastern Visayas,50805,Baybay,Philippines,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
72,THERESA,WATSON,THERESA.WATSON@sakilacustomer.org,1,89 Allappuzha (Alleppey) Manor,National Capital Reg,75444,Taguig,Philippines,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
73,BEVERLY,BROOKS,BEVERLY.BROOKS@sakilacustomer.org,1,1947 Poços de Caldas Boulevard,Chiayi,60951,Chiayi,Taiwan,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
74,DENISE,KELLY,DENISE.KELLY@sakilacustomer.org,1,1206 Dos Quebradas Place,São Paulo,20207,Rio Claro,Brazil,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
75,TAMMY,SANDERS,TAMMY.SANDERS@sakilacustomer.org,1,1551 Rampur Lane,Changhwa,72394,Changhwa,Taiwan,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
76,IRENE,PRICE,IRENE.PRICE@sakilacustomer.org,1,602 Paarl Street,Pavlodar,98889,Pavlodar,Kazakstan,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
77,JANE,BENNETT,JANE.BENNETT@sakilacustomer.org,1,1692 Ede Loop,São Paulo,9223,Araçatuba,Brazil,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
78,LORI,WOOD,LORI.WOOD@sakilacustomer.org,1,936 Salzburg Lane,Uttar Pradesh,96709,Rae Bareli,India,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
79,RACHEL,BARNES,RACHEL.BARNES@sakilacustomer.org,1,586 Tete Way,Kanagawa,1079,Kamakura,Japan,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
80,MARILYN,ROSS,MARILYN.ROSS@sakilacustomer.org,1,1888 Kabul Drive,Oyo & Osun,20936,Ife,Nigeria,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
81,ANDREA,HENDERSON,ANDREA.HENDERSON@sakilacustomer.org,1,320 Baiyin Parkway,Mahajanga,37307,Mahajanga,Madagascar,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
82,KATHRYN,COLEMAN,KATHRYN.COLEMAN@sakilacustomer.org,1,927 Bahía Blanca Parkway,Krim,9495,Simferopol,Ukraine,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
83,LOUISE,JENKINS,LOUISE.JENKINS@sakilacustomer.org,1,929 Tallahassee Loop,Gauteng,74671,Springs,South Africa,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
84,SARA,PERRY,SARA.PERRY@sakilacustomer.org,1,125 Città del Vaticano Boulevard,Puebla,67912,Atlixco,Mexico,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
85,ANNE,POWELL,ANNE.POWELL@sakilacustomer.org,1,1557 Kütahya Boulevard,England,88002,Bradford,United Kingdom,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
86,JACQUELINE,LONG,JACQUELINE.LONG@sakilacustomer.org,1,870 Ashqelon Loop,Songkhla,84931,Songkhla,Thailand,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
87,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,1,1740 Portoviejo Avenue,Sucre,29932,Sincelejo,Colombia,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
88,BONNIE,HUGHES,BONNIE.HUGHES@sakilacustomer.org,1,1942 Ciparay Parkway,Cheju,82624,Cheju,South Korea,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
89,JULIA,FLORES,JULIA.FLORES@sakilacustomer.org,1,1926 El Alto Avenue,Buenos Aires,75543,La Plata,Argentina,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
90,RUBY,WASHINGTON,RUBY.WASHINGTON@sakilacustomer.org,1,1952 Chatsworth Drive,Guangdong,25958,Meixian,China,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
91,LOIS,BUTLER,LOIS.BUTLER@sakilacustomer.org,1,1370 Le Mans Avenue,Brunei and Muara,52163,Bandar Seri Begawan,Brunei,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
92,TINA,SIMMONS,TINA.SIMMONS@sakilacustomer.org,1,984 Effon-Alaiye Avenue,Gois,17119,Goiânia,Brazil,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
93,PHYLLIS,FOSTER,PHYLLIS.FOSTER@sakilacustomer.org,1,832 Nakhon Sawan Manor,Inner Mongolia,49021,Zalantun,China,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
94,NORMA,GONZALES,NORMA.GONZALES@sakilacustomer.org,1,152 Kitwe Parkway,Caraga,53182,Bislig,Philippines,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
95,PAULA,BRYANT,PAULA.BRYANT@sakilacustomer.org,1,1697 Tanauan Lane,Punjab,22870,Pathankot,India,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
96,DIANA,ALEXANDER,DIANA.ALEXANDER@sakilacustomer.org,1,1308 Arecibo Way,Georgia,30695,Augusta-Richmond County,United States,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
97,ANNIE,RUSSELL,ANNIE.RUSSELL@sakilacustomer.org,1,1599 Plock Drive,Tete,71986,Tete,Mozambique,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
98,LILLIAN,GRIFFIN,LILLIAN.GRIFFIN@sakilacustomer.org,1,669 Firozabad Loop,Abu Dhabi,92265,al-Ayn,United Arab Emirates,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
99,EMILY,DIAZ,EMILY.DIAZ@sakilacustomer.org,1,588 Vila Velha Manor,Kyongsangbuk,51540,Kimchon,South Korea,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
100,ROBIN,HAYES,ROBIN.HAYES@sakilacustomer.org,1,1913 Kamakura Place,Lipetsk,97287,Jelets,Russian Federation,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
101,PEGGY,MYERS,PEGGY.MYERS@sakilacustomer.org,1,733 Mandaluyong Place,Asir,77459,Abha,Saudi Arabia,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
102,CRYSTAL,FORD,CRYSTAL.FORD@sakilacustomer.org,1,659 Vaduz Drive,Ha Darom,49708,Ashdod,Israel,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
103,GLADYS,HAMILTON,GLADYS.HAMILTON@sakilacustomer.org,1,1177 Jelets Way,Kwara & Kogi,3305,Ilorin,Nigeria,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
104,RITA,GRAHAM,RITA.GRAHAM@sakilacustomer.org,1,1386 Yangor Avenue,Provence-Alpes-Cte,80720,Toulon,France,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
105,DAWN,SULLIVAN,DAWN.SULLIVAN@sakilacustomer.org,1,454 Nakhon Sawan Boulevard,Funafuti,76383,Funafuti,Tuvalu,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
106,CONNIE,WALLACE,CONNIE.WALLACE@sakilacustomer.org,1,1867 San Juan Bautista Tuxtepec Avenue,Ivanovo,78311,Ivanovo,Russian Federation,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
107,FLORENCE,WOODS,FLORENCE.WOODS@sakilacustomer.org,1,1532 Dzerzinsk Way,Buenos Aires,9599,Merlo,Argentina,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
108,TRACY,COLE,TRACY.COLE@sakilacustomer.org,1,1002 Ahmadnagar Manor,Mxico,93026,Huixquilucan,Mexico,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
109,EDNA,WEST,EDNA.WEST@sakilacustomer.org,1,682 Junan Way,North West,30418,Klerksdorp,South Africa,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
110,TIFFANY,JORDAN,TIFFANY.JORDAN@sakilacustomer.org,1,804 Elista Drive,Hubei,61069,Enshi,China,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
111,CARMEN,OWENS,CARMEN.OWENS@sakilacustomer.org,1,1378 Alvorada Avenue,Distrito Federal,75834,Caracas,Venezuela,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
112,ROSA,REYNOLDS,ROSA.REYNOLDS@sakilacustomer.org,1,793 Cam Ranh Avenue,California,87057,Lancaster,United States,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
113,CINDY,FISHER,CINDY.FISHER@sakilacustomer.org,1,1079 Tel Aviv-Jaffa Boulevard,Sucre,10885,Cumaná,Venezuela,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
114,GRACE,ELLIS,GRACE.ELLIS@sakilacustomer.org,1,442 Rae Bareli Place,Nordrhein-Westfalen,24321,Duisburg,Germany,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
115,WENDY,HARRISON,WENDY.HARRISON@sakilacustomer.org,1,1107 Nakhon Sawan Avenue,Mxico,75149,Nezahualcóyotl,Mexico,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
116,VICTORIA,GIBSON,VICTORIA.GIBSON@sakilacustomer.org,1,544 Malmö Parkway,Central Java,63502,Pemalang,Indonesia,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
117,EDITH,MCDONALD,EDITH.MCDONALD@sakilacustomer.org,1,1967 Sincelejo Place,Gujarat,73644,Gandhinagar,India,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
118,KIM,CRUZ,KIM.CRUZ@sakilacustomer.org,1,333 Goiânia Way,Texas,78625,Grand Prairie,United States,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
119,SHERRY,MARSHALL,SHERRY.MARSHALL@sakilacustomer.org,1,1987 Coacalco de Berriozábal Loop,al-Qalyubiya,96065,Shubra al-Khayma,Egypt,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
120,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,1,241 Mosul Lane,Risaralda,76157,Dos Quebradas,Colombia,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
121,JOSEPHINE,GOMEZ,JOSEPHINE.GOMEZ@sakilacustomer.org,1,211 Chiayi Drive,Uttar Pradesh,58186,Etawah,India,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
122,THELMA,MURRAY,THELMA.MURRAY@sakilacustomer.org,1,1175 Tanauan Way,Lima,64615,Lima,Peru,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
123,SHANNON,FREEMAN,SHANNON.FREEMAN@sakilacustomer.org,1,117 Boa Vista Way,Uttar Pradesh,6804,Varanasi (Benares),India,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
124,SHEILA,WELLS,SHEILA.WELLS@sakilacustomer.org,0,848 Tafuna Manor,Kütahya,45142,Kütahya,Turkey,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
125,ETHEL,WEBB,ETHEL.WEBB@sakilacustomer.org,1,569 Baicheng Lane,Gauteng,60304,Boksburg,South Africa,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
126,ELLEN,SIMPSON,ELLEN.SIMPSON@sakilacustomer.org,1,1666 Qomsheh Drive,São Paulo,66255,Poá,Brazil,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
127,ELAINE,STEVENS,ELAINE.STEVENS@sakilacustomer.org,1,801 Hagonoy Drive,Smolensk,8439,Smolensk,Russian Federation,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
128,MARJORIE,TUCKER,MARJORIE.TUCKER@sakilacustomer.org,1,1050 Garden Grove Avenue,Slaskie,4999,Jastrzebie-Zdrój,Poland,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
129,CARRIE,PORTER,CARRIE.PORTER@sakilacustomer.org,1,1854 Tieli Street,Shandong,15819,Liaocheng,China,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
130,CHARLOTTE,HUNTER,CHARLOTTE.HUNTER@sakilacustomer.org,1,758 Junan Lane,Gois,82639,Águas Lindas de Goiás,Brazil,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
131,MONICA,HICKS,MONICA.HICKS@sakilacustomer.org,1,1752 São Leopoldo Parkway,Taka-Karpatia,14014,Mukatševe,Ukraine,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
132,ESTHER,CRAWFORD,ESTHER.CRAWFORD@sakilacustomer.org,1,898 Belém Manor,Free State,49757,Botshabelo,South Africa,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
133,PAULINE,HENRY,PAULINE.HENRY@sakilacustomer.org,1,261 Saint Louis Way,Coahuila de Zaragoza,83401,Torreón,Mexico,2006-02-14T22:04:36.000Z,2006-02-15T04:57:20.000Z
